,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Has_Score,Has_Rating,Age,Grouped_Publisher
3252,Spider-Man 2,X,Action,Activision,0.82,0.26,0.0,0.04,1.12,83.0,60.0,83.0,40.0,T,True,True,17.0,Majeur
3253,Guitar Hero 5,PS3,Misc,Activision,0.53,0.39,0.0,0.17,1.09,86.0,54.0,57.0,87.0,T,True,True,12.0,Majeur
3254,Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68.0,51.0,76.0,58.0,T,True,True,16.0,Majeur
3255,Call of Duty 3,PS2,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,82.0,14.0,74.0,83.0,T,True,True,15.0,Majeur
3256,DJ Hero,X360,Misc,Activision,0.57,0.39,0.0,0.11,1.07,84.0,72.0,80.0,42.0,T,True,True,12.0,Majeur
3257,Skylanders Giants,PS3,Action,Activision,0.37,0.49,0.0,0.2,1.06,77.0,21.0,63.0,18.0,E10+,True,True,9.0,Majeur
3258,Spider-Man 2,GBA,Action,Activision,0.76,0.28,0.0,0.02,1.06,65.0,12.0,77.0,6.0,E,True,True,17.0,Majeur
3259,Call of Duty 4: Modern Warfare,DS,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75.0,22.0,69.0,36.0,T,True,True,14.0,Majeur
3260,LEGO Indiana Jones: The Original Adventures,PS3,Action,Activision,0.44,0.42,0.0,0.17,1.03,77.0,36.0,77.0,30.0,E10+,True,True,13.0,Majeur
3261,Skylanders SWAP Force,PS3,Platform,Activision,0.44,0.42,0.0,0.17,1.02,83.0,31.0,53.0,33.0,E10+,True,True,8.0,Majeur
3262,Shrek 2,GC,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70.0,25.0,67.0,15.0,E,True,True,17.0,Majeur
3263,LEGO Indiana Jones 2: The Adventure Continues,X360,Action,Activision,0.62,0.31,0.0,0.09,1.02,71.0,41.0,74.0,25.0,E10+,True,True,12.0,Majeur
3264,Guitar Hero: Aerosmith,PS3,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,39.0,50.0,26.0,T,True,True,13.0,Majeur
3265,Band Hero,Wii,Misc,Activision,0.59,0.29,0.0,0.09,0.97,79.0,20.0,66.0,15.0,E10+,True,True,12.0,Majeur
3266,Skylanders: Spyros Adventure,X360,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,35.0,52.0,54.0,E10+,True,True,10.0,Majeur
3267,Guitar Hero: Warriors of Rock,Wii,Misc,Activision,0.47,0.41,0.0,0.09,0.96,77.0,26.0,76.0,18.0,T,True,True,11.0,Majeur
3268,Skylanders: Spyros Adventure,PS3,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,18.0,48.0,42.0,E10+,True,True,10.0,Majeur
3269,Tony Hawk: RIDE,Wii,Sports,Activision,0.69,0.17,0.0,0.08,0.94,47.0,15.0,45.0,21.0,E10+,True,True,12.0,Majeur
3270,Tony Hawks Pro Skater 4,X,Sports,Activision,0.59,0.3,0.0,0.04,0.93,90.0,25.0,85.0,21.0,T,True,True,19.0,Majeur
3271,Guitar Hero: Metallica,Wii,Misc,Activision,0.4,0.43,0.0,0.1,0.93,85.0,20.0,86.0,17.0,T,True,True,12.0,Majeur
3272,Guitar Hero Live,PS4,Misc,Activision,0.37,0.41,0.0,0.15,0.93,80.0,69.0,62.0,161.0,T,True,True,6.0,Majeur
3273,Wipeout: In The Zone,X360,Misc,Activision,0.87,0.0,0.0,0.06,0.93,39.0,5.0,56.0,8.0,E10+,True,True,10.0,Majeur
3274,Kung Fu Panda,Wii,Action,Activision,0.5,0.32,0.0,0.09,0.91,70.0,20.0,67.0,7.0,E10+,True,True,13.0,Majeur
3275,Street Hoops,PS2,Sports,Activision,0.45,0.35,0.0,0.12,0.91,62.0,22.0,79.0,10.0,T,True,True,19.0,Majeur
3276,Marvel: Ultimate Alliance 2,X360,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.9,73.0,75.0,73.0,83.0,T,True,True,12.0,Majeur
3277,Spider-Man 3,PS2,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50.0,14.0,65.0,28.0,T,True,True,14.0,Majeur
3278,DJ Hero,PS3,Misc,Activision,0.42,0.34,0.0,0.14,0.9,86.0,53.0,78.0,50.0,T,True,True,12.0,Majeur
3279,X-Men Legends,X,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,82.0,63.0,85.0,14.0,T,True,True,17.0,Majeur
3280,Call of Duty: World at War,DS,Shooter,Activision,0.56,0.25,0.0,0.08,0.89,75.0,12.0,78.0,20.0,T,True,True,13.0,Majeur
3281,LEGO Indiana Jones 2: The Adventure Continues,PS3,Action,Activision,0.47,0.29,0.0,0.13,0.89,70.0,25.0,71.0,16.0,E10+,True,True,12.0,Majeur
3282,Tony Hawks Project 8,PS2,Sports,Activision,0.72,0.03,0.0,0.12,0.87,69.0,17.0,73.0,19.0,T,True,True,15.0,Majeur
3283,Guitar Hero: Warriors of Rock,X360,Misc,Activision,0.47,0.31,0.0,0.08,0.86,72.0,65.0,65.0,53.0,T,True,True,11.0,Majeur
3284,Spider-Man 2,GC,Action,Activision,0.65,0.17,0.0,0.02,0.84,80.0,41.0,88.0,30.0,T,True,True,17.0,Majeur
3285,DJ Hero 2,X360,Misc,Activision,0.65,0.12,0.0,0.06,0.83,86.0,66.0,79.0,23.0,T,True,True,11.0,Majeur
3286,Tony Hawks Pro Skater 3,GC,Sports,Activision,0.64,0.17,0.0,0.02,0.82,91.0,27.0,90.0,27.0,T,True,True,20.0,Majeur
3287,Marvel: Ultimate Alliance,PS2,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81.0,29.0,82.0,35.0,T,True,True,15.0,Majeur
3288,Tony Hawks Underground 2 Remix,PSP,Sports,Activision,0.46,0.21,0.0,0.15,0.82,83.0,49.0,80.0,34.0,T,True,True,16.0,Majeur
3289,Guitar Hero: Warriors of Rock,PS3,Misc,Activision,0.33,0.34,0.0,0.13,0.81,74.0,46.0,71.0,30.0,T,True,True,11.0,Majeur
3290,Guitar Hero: Metallica,X360,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,81.0,79.0,T,True,True,12.0,Majeur
3291,Guitar Hero: Aerosmith,PS2,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,11.0,63.0,15.0,T,True,True,13.0,Majeur
3292,[Prototype 2],X360,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,70.0,174.0,M,True,True,9.0,Majeur
3293,Band Hero,X360,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,50.0,30.0,E10+,True,True,12.0,Majeur
3294,Goldeneye 007: Reloaded,PS3,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,63.0,53.0,T,True,True,10.0,Majeur
3295,DJ Hero,Wii,Misc,Activision,0.46,0.23,0.0,0.07,0.76,87.0,22.0,76.0,19.0,T,True,True,12.0,Majeur
3296,DJ Hero 2,PS3,Misc,Activision,0.47,0.19,0.0,0.1,0.76,86.0,46.0,79.0,23.0,T,True,True,11.0,Majeur
3297,True Crime: New York City,PS2,Action,Activision,0.57,0.02,0.07,0.09,0.76,60.0,47.0,78.0,62.0,M,True,True,16.0,Majeur
3298,Shark Tale,PS2,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,30.0,65.0,6.0,E,True,True,17.0,Majeur
3299,Tony Hawks Underground 2,X,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,55.0,78.0,12.0,T,True,True,17.0,Majeur
3300,[Prototype 2],PS3,Action,Activision,0.37,0.28,0.0,0.11,0.75,79.0,39.0,68.0,179.0,M,True,True,9.0,Majeur
3301,Band Hero,PS3,Misc,Activision,0.41,0.23,0.0,0.11,0.74,76.0,45.0,68.0,9.0,E10+,True,True,12.0,Majeur
3302,Marvel: Ultimate Alliance 2,PS3,Role-Playing,Activision,0.49,0.15,0.0,0.09,0.73,74.0,48.0,73.0,51.0,T,True,True,12.0,Majeur
3303,Ultimate Spider-Man,PS2,Action,Activision,0.6,0.02,0.0,0.1,0.72,74.0,52.0,79.0,54.0,T,True,True,16.0,Majeur
3304,Skylanders: Trap Team,WiiU,Action,Activision,0.4,0.26,0.0,0.06,0.72,86.0,4.0,71.0,18.0,E10+,True,True,7.0,Majeur
3305,Indiana Jones and the Staff of Kings,Wii,Action,Activision,0.36,0.29,0.0,0.07,0.72,55.0,32.0,70.0,28.0,T,True,True,12.0,Majeur
3306,X-Men: Mutant Academy 2,PS,Fighting,Activision,0.4,0.27,0.0,0.05,0.72,72.0,12.0,84.0,18.0,T,True,True,20.0,Majeur
3307,Blur,PS3,Racing,Activision,0.22,0.36,0.02,0.12,0.72,81.0,58.0,82.0,86.0,E10+,True,True,11.0,Majeur
3308,Doom 3: Resurrection of Evil,X,Shooter,Activision,0.53,0.15,0.0,0.03,0.71,77.0,41.0,79.0,16.0,M,True,True,16.0,Majeur
3309,Tony Hawks Underground,GC,Sports,Activision,0.54,0.14,0.0,0.02,0.7,89.0,19.0,85.0,24.0,T,True,True,18.0,Majeur
3310,Spider-Man 2,PSP,Action,Activision,0.35,0.21,0.0,0.14,0.7,67.0,43.0,69.0,8.0,T,True,True,16.0,Majeur
3311,Star Wars: Obi-Wan,X,Action,Activision,0.52,0.16,0.0,0.02,0.7,58.0,28.0,59.0,14.0,T,True,True,20.0,Majeur
3312,James Bond 007: Blood Stone,PS3,Shooter,Activision,0.18,0.36,0.02,0.13,0.7,65.0,49.0,74.0,46.0,T,True,True,11.0,Majeur
3313,Shark Tale,GBA,Action,Activision,0.49,0.18,0.0,0.01,0.68,63.0,8.0,90.0,4.0,E,True,True,17.0,Majeur
3314,Return to Castle Wolfenstein: Tides of War,X,Shooter,Activision,0.49,0.16,0.0,0.02,0.67,84.0,38.0,88.0,33.0,M,True,True,18.0,Majeur
3315,Spider-Man 3,PS3,Platform,Activision,0.26,0.29,0.02,0.11,0.67,60.0,33.0,70.0,40.0,T,True,True,14.0,Majeur
3316,Star Wars: Republic Commando,X,Shooter,Activision,0.48,0.17,0.0,0.02,0.67,78.0,54.0,89.0,89.0,T,True,True,16.0,Majeur
3317,Bakugan: Battle Brawlers,Wii,Action,Activision,0.59,0.03,0.0,0.05,0.66,62.0,12.0,72.0,11.0,E,True,True,12.0,Majeur
3318,Tony Hawks Proving Ground,PS2,Sports,Activision,0.55,0.02,0.0,0.09,0.66,65.0,6.0,66.0,17.0,T,True,True,14.0,Majeur
3319,Kung Fu Panda,PS2,Action,Activision,0.24,0.0,0.0,0.41,0.65,73.0,6.0,86.0,5.0,E10+,True,True,13.0,Majeur
3320,007: Quantum of Solace,Wii,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,11.0,75.0,26.0,T,True,True,13.0,Majeur
3321,X2: Wolverines Revenge,PS2,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58.0,24.0,72.0,13.0,T,True,True,18.0,Majeur
3322,Lemony Snickets A Series of Unfortunate Events,PS2,Platform,Activision,0.31,0.24,0.0,0.08,0.64,63.0,25.0,57.0,12.0,E,True,True,17.0,Majeur
3323,X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82.0,44.0,73.0,41.0,T,True,True,16.0,Majeur
3324,Tony Hawks Pro Skater 2x,X,Sports,Activision,0.41,0.19,0.0,0.03,0.63,78.0,24.0,88.0,5.0,T,True,True,20.0,Majeur
3325,Wolfenstein,PS3,Shooter,Activision,0.25,0.27,0.0,0.11,0.63,71.0,58.0,74.0,77.0,M,True,True,12.0,Majeur
3326,Angry Birds Trilogy,3DS,Action,Activision,0.38,0.2,0.0,0.05,0.63,62.0,7.0,46.0,20.0,E,True,True,9.0,Majeur
3327,Buzz Lightyear of Star Command,PS,Platform,Activision,0.35,0.24,0.0,0.04,0.63,54.0,10.0,54.0,5.0,E,True,True,21.0,Majeur
3328,Tony Hawks Project 8,PS3,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76.0,43.0,71.0,15.0,T,True,True,15.0,Majeur
3329,Tony Hawks American Wasteland,X,Sports,Activision,0.4,0.2,0.0,0.03,0.62,77.0,40.0,77.0,15.0,T,True,True,16.0,Majeur
3330,Guitar Hero: Metallica,PS3,Misc,Activision,0.28,0.24,0.0,0.1,0.62,86.0,44.0,80.0,48.0,T,True,True,12.0,Majeur
3331,DJ Hero 2,Wii,Misc,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20.0,75.0,17.0,T,True,True,11.0,Majeur
3332,Tony Hawk: RIDE,X360,Sports,Activision,0.46,0.1,0.0,0.05,0.61,46.0,43.0,30.0,67.0,E10+,True,True,12.0,Majeur
3333,Spider-Man: Mysterios Menace,GBA,Action,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,87.0,11.0,E,True,True,20.0,Majeur
3334,Tony Hawks Underground,GBA,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9.0,77.0,9.0,E,True,True,18.0,Majeur
3335,Tony Hawk: RIDE,PS3,Sports,Activision,0.38,0.14,0.0,0.08,0.6,44.0,29.0,21.0,31.0,E10+,True,True,12.0,Majeur
3336,Guitar Hero Live,XOne,Misc,Activision,0.33,0.21,0.0,0.05,0.6,81.0,21.0,52.0,71.0,T,True,True,6.0,Majeur
3337,Blur,X360,Racing,Activision,0.25,0.27,0.0,0.06,0.59,82.0,78.0,83.0,169.0,E10+,True,True,11.0,Majeur
3338,Skylanders SWAP Force,WiiU,Platform,Activision,0.38,0.15,0.0,0.05,0.59,89.0,7.0,60.0,96.0,E10+,True,True,8.0,Majeur
3339,Call of Duty: Black Ops,DS,Shooter,Activision,0.5,0.04,0.0,0.04,0.58,74.0,13.0,60.0,54.0,T,True,True,11.0,Majeur
3340,Guitar Hero: Smash Hits,Wii,Misc,Activision,0.31,0.21,0.0,0.06,0.58,74.0,17.0,77.0,6.0,T,True,True,12.0,Majeur
3341,Skylanders: Spyros Adventure,3DS,Action,Activision,0.33,0.2,0.0,0.05,0.58,82.0,8.0,49.0,62.0,E10+,True,True,10.0,Majeur
3342,Tenchu 2: Birth of the Stealth Assassins,PS,Action,Activision,0.32,0.22,0.0,0.04,0.58,77.0,14.0,87.0,32.0,M,True,True,21.0,Majeur
3343,Tony Hawks Pro Skater 4,GC,Sports,Activision,0.45,0.12,0.0,0.02,0.58,91.0,19.0,85.0,22.0,T,True,True,19.0,Majeur
3344,Tony Hawks Pro Skater 4,GBA,Sports,Activision,0.41,0.15,0.0,0.01,0.57,85.0,13.0,88.0,4.0,E,True,True,19.0,Majeur
3345,Wreckless: ThE YaKuza MisSiOns,X,Racing,Activision,0.42,0.11,0.02,0.02,0.57,74.0,36.0,52.0,13.0,T,True,True,19.0,Majeur
3346,Spider-Man 3,X360,Platform,Activision,0.49,0.04,0.0,0.04,0.57,63.0,61.0,70.0,54.0,T,True,True,14.0,Majeur
3347,True Crime: Streets of LA,GC,Action,Activision,0.44,0.11,0.0,0.02,0.56,77.0,29.0,73.0,29.0,M,True,True,18.0,Majeur
3348,Cabelas Big Game Hunter 2005 Adventures,PS2,Sports,Activision,0.28,0.21,0.0,0.07,0.56,55.0,4.0,84.0,16.0,T,True,True,17.0,Majeur
3349,Tony Hawks Project 8,PSP,Sports,Activision,0.41,0.07,0.0,0.07,0.56,68.0,11.0,76.0,14.0,T,True,True,15.0,Majeur
3350,Tony Hawks Proving Ground,X360,Sports,Activision,0.49,0.02,0.0,0.04,0.56,72.0,59.0,54.0,44.0,T,True,True,14.0,Majeur
3351,Wolfenstein,X360,Shooter,Activision,0.28,0.22,0.0,0.06,0.56,72.0,66.0,75.0,128.0,M,True,True,12.0,Majeur
3352,Tony Hawks Pro Skater 3,X,Sports,Activision,0.34,0.18,0.0,0.02,0.55,93.0,22.0,84.0,17.0,T,True,True,19.0,Majeur
3353,Shrek 2,X,Platform,Activision,0.4,0.13,0.0,0.02,0.55,72.0,31.0,84.0,5.0,E,True,True,17.0,Majeur
3354,Greg Hastings Tournament Paintball,X,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,74.0,11.0,92.0,42.0,T,True,True,17.0,Majeur
3355,Over the Hedge,PS2,Platform,Activision,0.45,0.02,0.0,0.07,0.54,58.0,29.0,86.0,10.0,E10+,True,True,15.0,Majeur
3356,Mat Hoffmans Pro BMX,PS,Sports,Activision,0.3,0.2,0.0,0.04,0.54,80.0,15.0,86.0,16.0,E,True,True,20.0,Majeur
3357,X-Men Legends,GC,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,81.0,36.0,84.0,12.0,T,True,True,17.0,Majeur
3358,Skylanders: SuperChargers,WiiU,Action,Activision,0.28,0.21,0.0,0.05,0.53,87.0,13.0,56.0,65.0,E10+,True,True,6.0,Majeur
3359,Return to Castle Wolfenstein: Operation Resurrection,PS2,Shooter,Activision,0.26,0.2,0.0,0.07,0.53,66.0,21.0,80.0,23.0,M,True,True,18.0,Majeur
3360,Gun,X,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,79.0,55.0,78.0,29.0,M,True,True,16.0,Majeur
3361,Tony Hawks Pro Skater 3,GBA,Sports,Activision,0.37,0.14,0.0,0.01,0.52,90.0,20.0,80.0,6.0,E,True,True,19.0,Majeur
3362,Kung Fu Panda,PS3,Action,Activision,0.21,0.21,0.0,0.09,0.51,76.0,23.0,73.0,18.0,E10+,True,True,13.0,Majeur
3363,The Walking Dead: Survival Instinct,PS3,Shooter,Activision,0.28,0.15,0.0,0.08,0.51,34.0,14.0,36.0,196.0,M,True,True,8.0,Majeur
3364,Activision Anthology,PS2,Misc,Activision,0.25,0.19,0.0,0.06,0.5,75.0,13.0,77.0,6.0,E,True,True,19.0,Majeur
3365,Goldeneye 007: Reloaded,X360,Shooter,Activision,0.25,0.2,0.0,0.05,0.5,72.0,56.0,60.0,96.0,T,True,True,10.0,Majeur
3366,Star Wars: Jedi Starfighter,PS2,Simulation,Activision,0.24,0.19,0.0,0.06,0.5,81.0,22.0,83.0,8.0,T,True,True,19.0,Majeur
3367,Tony Hawks Underground 2,GC,Sports,Activision,0.38,0.1,0.0,0.01,0.5,82.0,30.0,89.0,17.0,T,True,True,17.0,Majeur
3368,Shrek SuperSlam,PS2,Action,Activision,0.24,0.19,0.0,0.06,0.5,67.0,21.0,90.0,26.0,E10+,True,True,16.0,Majeur
3369,Fantastic 4,PS2,Action,Activision,0.41,0.01,0.0,0.07,0.5,64.0,42.0,78.0,19.0,T,True,True,16.0,Majeur
3370,Spider-Man 2,DS,Action,Activision,0.41,0.02,0.03,0.04,0.5,61.0,46.0,50.0,6.0,E,True,True,17.0,Majeur
3371,Tony Hawks Project 8,X360,Sports,Activision,0.44,0.02,0.0,0.04,0.49,81.0,65.0,76.0,38.0,T,True,True,15.0,Majeur
3372,Shrek the Third,PS2,Action,Activision,0.4,0.02,0.0,0.07,0.48,56.0,18.0,61.0,9.0,E10+,True,True,14.0,Majeur
3373,X-Men: Next Dimension,PS2,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,61.0,19.0,87.0,13.0,T,True,True,19.0,Majeur
3374,Spider-Man 3,Wii,Platform,Activision,0.42,0.02,0.0,0.04,0.47,53.0,39.0,53.0,29.0,T,True,True,14.0,Majeur
3375,James Bond 007: Blood Stone,X360,Shooter,Activision,0.2,0.23,0.0,0.05,0.47,62.0,66.0,71.0,63.0,T,True,True,11.0,Majeur
3376,World Series of Poker,PS2,Misc,Activision,0.39,0.01,0.0,0.06,0.47,46.0,15.0,82.0,20.0,E10+,True,True,16.0,Majeur
3377,Spider-Man 3,DS,Platform,Activision,0.41,0.02,0.0,0.04,0.47,79.0,21.0,65.0,17.0,E10+,True,True,14.0,Majeur
3378,Mat Hoffmans Pro BMX 2,PS2,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76.0,22.0,91.0,7.0,T,True,True,19.0,Majeur
3379,Skylanders: Trap Team,PS4,Action,Activision,0.21,0.18,0.0,0.08,0.46,78.0,46.0,56.0,32.0,E10+,True,True,7.0,Majeur
3380,Star Wars: Demolition,PS,Racing,Activision,0.25,0.17,0.0,0.03,0.46,63.0,11.0,65.0,6.0,T,True,True,21.0,Majeur
3381,Star Wars Jedi Knight: Jedi Academy,X,Shooter,Activision,0.34,0.1,0.0,0.02,0.45,76.0,30.0,87.0,30.0,T,True,True,18.0,Majeur
3382,Enemy Territory: Quake Wars,X360,Shooter,Activision,0.3,0.11,0.0,0.04,0.45,69.0,54.0,73.0,26.0,T,True,True,13.0,Majeur
3383,Deadpool,PS3,Action,Activision,0.23,0.14,0.0,0.08,0.45,61.0,27.0,72.0,221.0,M,True,True,8.0,Majeur
3384,Van Helsing,PS2,Action,Activision,0.22,0.17,0.0,0.06,0.44,64.0,41.0,85.0,19.0,T,True,True,17.0,Majeur
3385,X-Men Legends II: Rise of Apocalypse,X,Role-Playing,Activision,0.3,0.12,0.0,0.02,0.44,84.0,50.0,87.0,199.0,T,True,True,16.0,Majeur
3386,Tony Hawks Proving Ground,PS3,Sports,Activision,0.36,0.04,0.0,0.04,0.44,73.0,36.0,65.0,18.0,T,True,True,14.0,Majeur
3387,Transformers: Fall of Cybertron,X360,Action,Activision,0.28,0.12,0.0,0.04,0.44,79.0,52.0,83.0,160.0,T,True,True,9.0,Majeur
3388,Band Hero,DS,Misc,Activision,0.21,0.19,0.0,0.05,0.44,65.0,18.0,70.0,4.0,E10+,True,True,12.0,Majeur
3389,Spider-Man: Shattered Dimensions,PS3,Action,Activision,0.26,0.12,0.0,0.05,0.44,74.0,57.0,75.0,97.0,T,True,True,11.0,Majeur
3390,Star Wars: Jedi Starfighter,X,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,78.0,22.0,52.0,5.0,T,True,True,19.0,Majeur
3391,Tony Hawks American Wasteland,GC,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,26.0,77.0,15.0,T,True,True,16.0,Majeur
3392,Guitar Hero: Smash Hits,X360,Misc,Activision,0.23,0.15,0.0,0.04,0.42,71.0,56.0,60.0,19.0,T,True,True,12.0,Majeur
3393,Lemony Snickets A Series of Unfortunate Events,GBA,Platform,Activision,0.3,0.11,0.0,0.01,0.42,72.0,8.0,80.0,4.0,E,True,True,17.0,Majeur
3394,How to Train Your Dragon,Wii,Action,Activision,0.23,0.15,0.0,0.04,0.42,59.0,11.0,70.0,4.0,E10+,True,True,11.0,Majeur
3395,X-Men: The Official Game,PS2,Action,Activision,0.2,0.16,0.0,0.05,0.41,52.0,44.0,75.0,20.0,T,True,True,15.0,Majeur
3396,Call of Duty: Black Ops II,WiiU,Shooter,Activision,0.2,0.18,0.0,0.03,0.41,81.0,31.0,69.0,229.0,M,True,True,9.0,Majeur
3397,Minority Report: Everybody Runs,PS2,Action,Activision,0.2,0.15,0.0,0.05,0.41,50.0,26.0,50.0,14.0,T,True,True,19.0,Majeur
3398,Spider-Man: Web of Shadows,X360,Action,Activision,0.36,0.02,0.0,0.03,0.4,68.0,57.0,86.0,87.0,T,True,True,13.0,Majeur
3399,Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4,73.0,31.0,73.0,29.0,T,True,True,15.0,Majeur
3400,Skylanders SWAP Force,PS4,Platform,Activision,0.21,0.12,0.0,0.07,0.4,79.0,7.0,52.0,46.0,E10+,True,True,8.0,Majeur
3401,Call of Duty: Finest Hour,GC,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,74.0,31.0,89.0,13.0,T,True,True,17.0,Majeur
3402,Ultimate Spider-Man,X,Action,Activision,0.26,0.11,0.0,0.02,0.39,77.0,53.0,74.0,20.0,T,True,True,16.0,Majeur
3403,Transformers: Fall of Cybertron,PS3,Action,Activision,0.19,0.14,0.0,0.06,0.39,77.0,32.0,82.0,87.0,T,True,True,9.0,Majeur
3404,Skylanders: Trap Team,XOne,Action,Activision,0.28,0.07,0.0,0.04,0.38,78.0,22.0,71.0,15.0,E10+,True,True,7.0,Majeur
3405,Marvel: Ultimate Alliance,PS3,Role-Playing,Activision,0.33,0.02,0.0,0.03,0.38,78.0,35.0,76.0,49.0,T,True,True,15.0,Majeur
3406,Skylanders Giants,WiiU,Action,Activision,0.22,0.12,0.0,0.03,0.38,80.0,8.0,69.0,22.0,E10+,True,True,9.0,Majeur
3407,Madagascar: Escape 2 Africa,PS2,Action,Activision,0.12,0.0,0.0,0.26,0.38,56.0,4.0,58.0,6.0,E,True,True,13.0,Majeur
3408,Ultimate Spider-Man,GC,Action,Activision,0.29,0.07,0.0,0.01,0.37,76.0,36.0,72.0,21.0,T,True,True,16.0,Majeur
3409,Spider-Man: Friend or Foe,PS2,Action,Activision,0.31,0.01,0.0,0.05,0.37,62.0,15.0,83.0,19.0,E10+,True,True,14.0,Majeur
3410,Guitar Hero On Tour: Modern Hits,DS,Misc,Activision,0.13,0.2,0.0,0.04,0.37,70.0,30.0,63.0,7.0,E10+,True,True,12.0,Majeur
3411,Quake 4,X360,Shooter,Activision,0.32,0.02,0.0,0.03,0.37,75.0,52.0,67.0,80.0,M,True,True,16.0,Majeur
3412,Marvel: Ultimate Alliance,PSP,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,81.0,19.0,75.0,14.0,T,True,True,15.0,Majeur
3413,Worlds Scariest Police Chases,PS,Racing,Activision,0.2,0.14,0.0,0.02,0.36,54.0,16.0,66.0,5.0,T,True,True,20.0,Majeur
3414,Spider-Man: Shattered Dimensions,X360,Action,Activision,0.24,0.08,0.0,0.03,0.36,76.0,68.0,76.0,98.0,T,True,True,11.0,Majeur
3415,Guitar Hero: Smash Hits,PS3,Misc,Activision,0.2,0.11,0.0,0.05,0.35,73.0,34.0,72.0,9.0,T,True,True,12.0,Majeur
3416,Enemy Territory: Quake Wars,PS3,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,60.0,30.0,63.0,15.0,T,True,True,13.0,Majeur
3417,Over the Hedge,GC,Platform,Activision,0.27,0.07,0.0,0.01,0.35,61.0,21.0,93.0,6.0,E10+,True,True,15.0,Majeur
3418,Call of Duty: Ghosts,WiiU,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,6.0,34.0,256.0,M,True,True,8.0,Majeur
3419,Transformers: Dark of the Moon,PS3,Action,Activision,0.11,0.18,0.0,0.06,0.34,57.0,41.0,56.0,27.0,T,True,True,10.0,Majeur
3420,Skylanders: SuperChargers,PS4,Action,Activision,0.2,0.08,0.0,0.06,0.34,81.0,51.0,33.0,29.0,E10+,True,True,6.0,Majeur
3421,Bee Movie Game,Wii,Action,Activision,0.3,0.01,0.0,0.03,0.33,62.0,16.0,76.0,7.0,E,True,True,14.0,Majeur
3422,Kelly Slaters Pro Surfer,PS2,Sports,Activision,0.16,0.13,0.0,0.04,0.33,77.0,19.0,84.0,15.0,E,True,True,19.0,Majeur
3423,Cabelas Dangerous Hunts 2011,PS3,Sports,Activision,0.26,0.04,0.0,0.03,0.33,60.0,4.0,54.0,9.0,T,True,True,11.0,Majeur
3424,Call Of Duty 2: Big Red One,GC,Shooter,Activision,0.25,0.07,0.0,0.01,0.33,76.0,28.0,79.0,14.0,T,True,True,16.0,Majeur
3425,Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,50.0,8.0,52.0,16.0,T,True,True,12.0,Majeur
3426,Tony Hawks American Wasteland,X360,Sports,Activision,0.28,0.01,0.0,0.03,0.32,75.0,43.0,72.0,21.0,T,True,True,16.0,Majeur
3427,Singularity,X360,Shooter,Activision,0.24,0.05,0.0,0.02,0.32,76.0,70.0,77.0,170.0,M,True,True,11.0,Majeur
